152|011.26|TB LUNG W CAVITY OT TEST|
153|011.3|TUBERCULOSIS OF BRONCHUS|
154|011.30|TB BRONCHUS UNSPEC|
155|011.31|TB BRONCHUS NO EXAM|
156|011.32|TB BRONCHUS EXAM UNKN|
157|011.33|TB BRONCHUS MICRO DX|
158|011.34|TB BRONCHUS CULT DX|
159|011.35|TB BRONCHUS HISTO DX|
160|011.36|TB BRONCHUS OT TEST|
161|011.4|TUBERCULOUS FIBROSIS OF LUNG|
162|011.40|TB LUNG FIBROSIS UNSPEC|
163|011.41|TB LUNG FIBROSIS NO EXAM|
164|011.42|TB LUNG FIBROS EXAM UNKN|
165|011.43|TB LUNG FIBROS MICRO DX|
166|011.44|TB LUNG FIBROSIS CULT DX|
167|011.45|TB LUNG FIBROS HISTO DX|
168|011.46|TB LUNG FIBROS OT TEST|
169|011.5|TUBERCULOUS BRONCHIECTASIS|
170|011.50|TB BRONCHIECTASIS UNSPEC|
171|011.51|TB BRONCHIECTASIS NO EXAM|
172|011.52|TB BRONCHIECTASIS EXAM UNKN|
173|011.53|TB BRONCHIECTASIS MICRO DX|
174|011.54|TB BRONCHIECTASIS CULT DX|
175|011.55|TB BRONCHIECTASIS HISTO DX|
176|011.56|TB BRONCHIECTASIS OT TEST|
177|011.6|TUBERCULOUS PNEUMONIA|
178|011.60|TB PNEUMONIA UNSPEC|
179|011.61|TB PNEUMONIA NO EXAM|
180|011.62|TB PNEUMONIA EXAM UNKN|
181|011.63|TB PNEUMONIA MICRO DX|
182|011.64|TB PNEUMONIA CULT DX|
183|011.65|TB PNEUMONIA HISTO DX|
184|011.66|TB PNEUMONIA OT TEST|
185|011.7|TUBERCULOUS PNEUMOTHORAX|
186|011.70|TB PNEUMOTHORAX UNSPEC|
187|011.71|TB PNEUMOTHORAX NO EXAM|
188|011.72|TB PNEUMOTHORX EXAM UNKN|
189|011.73|TB PNEUMOTHORAX MICRO DX|
190|011.74|TB PNEUMOTHORAX CULT DX|
191|011.75|TB PNEUMOTHORAX HISTO DX|
192|011.76|TB PNEUMOTHORAX OT TEST|
193|011.8|OTHER SPECIFIED PULMONARY TB|
194|011.80|PULMONARY TB OT UNSPEC|
195|011.81|PULMONARY TB OT NO EXAM|
196|011.82|PULMONARY TB OT EXAM UNKN|
197|011.83|PULMONARY TB OT MICRO DX|
198|011.84|PULMONARY TB OT CULT DX|
199|011.85|PULMONARY TB OT HISTO DX|
200|011.86|PULMONARY TB OT OT TEST|
201|011.9|UNSPEC PULMONARY TB|
202|011.90|UNSP PULMONARY TB UNSPEC|
203|011.91|PULMONARY TB UNSP NO EXAM|
204|011.92|PULMONARY TB UNSP EXAM|
205|011.93|PULMONARY TB UNSP MICRO DX|
206|011.94|PULMONARY TB UNSP CULT DX|
207|011.95|PULMONARY TB UNSP HISTO DX|
208|011.96|PULMONARY TB UNSP OT TEST|
209|012|OT RESPIRATORY TUBERCULOSIS|
210|012.0|TUBERCULOUS PLEURISY|
211|012.00|TB PLEURISY UNSPEC|
212|012.01|TB PLEURISY NO EXAM|
213|012.02|TB PLEURISY EXAM UNKN|
214|012.03|TB PLEURISY MICRO DX|
215|012.04|TB PLEURISY CULT DX|
216|012.05|TB PLEURISY HISTOLOG DX|
217|012.06|TB PLEURISY OT TEST|
218|012.1|TB INTRATHORACIC LYMPH NODES|
219|012.10|TB THORACIC NODES UNSPEC|
220|012.11|TB THORACIC NODE NO EXAM|
221|012.12|TB THORACIC NODE EXAM UNKN|
222|012.13|TB THORACIC NODE MICRO DX|
223|012.14|TB THORACIC NODE CULT DX|
224|012.15|TB THORACIC NODE HISTO DX|
225|012.16|TB THORACIC NODE OT TEST|
226|012.2|ISOL TRACH/BRONCHIAL TB|
227|012.20|ISOL TRACHEAL TB UNSPEC|
228|012.21|ISOL TRACHEAL TB NO EXAM|
229|012.22|ISOL TRACHEAL TB EXAM UNKN|
230|012.23|ISOLAT TRACHEAL TB MICRO DX|
231|012.24|ISOL TRACHEAL TB CULT DX|
232|012.25|ISOLAT TRACHEAL TB HISTO DX|
233|012.26|ISOLAT TRACHEAL TB OT TEST|
234|012.3|TUBERCULOUS LARYNGITIS|
235|012.30|TB LARYNGITIS UNSPEC|
236|012.31|TB LARYNGITIS NO EXAM|
237|012.32|TB LARYNGITIS EXAM UNKN|
238|012.33|TB LARYNGITIS MICRO DX|
239|012.34|TB LARYNGITIS CULT DX|
240|012.35|TB LARYNGITIS HISTO DX|
241|012.36|TB LARYNGITIS OT TEST|
242|012.8|OTHER RESPIRATORY TB|
243|012.80|OT RESP TB UNSPEC|
244|012.81|OT RESP TB NO EXAM|
245|012.82|OT RESP TB EXAM UNKN|
246|012.83|OT RESP TB MICRO DX|
247|012.84|OT RESP TB CULT DX|
248|012.85|OT RESP TB HISTO DX|
249|012.86|OT RESP TB OT TEST|
250|013|TB OF MENINGES AND CNS|
251|013.0|TUBERCULOUS MENINGITIS|
252|013.00|TB MENINGITIS UNSPEC|
253|013.01|TB MENINGITIS NO EXAM|
254|013.02|TB MENINGITIS EXAM UNKN|
255|013.03|TB MENINGITIS MICRO DX|
256|013.04|TB MENINGITIS CULT DX|
257|013.05|TB MENINGITIS HISTO DX|
258|013.06|TB MENINGITIS OT TEST|
259|013.1|TUBERCULOMA OF MENINGES|
260|013.10|TUBERCULOMA MENINGES UNSPEC|
261|013.11|TUBERCULOMA MENING NO EXAM|
262|013.12|TUBERCULOMA MENIN EXAM UNKN|
263|013.13|TUBERCULOMA MENING MICRO DX|
264|013.14|TUBERCULOMA MENING CULT DX|
265|013.15|TUBERCULOMA MENING HISTO DX|
266|013.16|TUBERCULOMA MENING OT TEST|
267|013.2|TUBERCULOMA OF BRAIN|
268|013.20|TUBERCULOMA BRAIN UNSPEC|
269|013.21|TUBRCLOMA BRAIN NO EXAM|
270|013.22|TUBERCULOMA BRAIN EXAM UNKN|
271|013.23|TUBRCLOMA BRAIN MICRO DX|
272|013.24|TUBRCLOMA BRAIN CULT DX|
273|013.25|TUBRCLOMA BRAIN HISTO DX|
274|013.26|TUBRCLOMA BRAIN OT TEST|
275|013.3|TUBERCULOUS ABSCESS BRAIN|
276|013.30|TB BRAIN ABSCESS UNSPEC|
277|013.31|TB BRAIN ABSCESS NO EXAM|
278|013.32|TB BRAIN ABSCESS EXAM UNKN|
279|013.33|TB BRAIN ABSCESS MICRO DX|
280|013.34|TB BRAIN ABSCESS CULT DX|
281|013.35|TB BRAIN ABSCESS HISTO DX|
282|013.36|TB BRAIN ABSCESS OT TEST|
283|013.4|TUBERCULOMA OF SPINAL CORD|
284|013.40|TUBERCULOMA SP CORD UNSPEC|
285|013.41|TUBERCULOMA SP CORD NO EXAM|
286|013.42|TUBERCULOMA SP CD EXAM UNKN|
287|013.43|TUBERCULOMA SP CRD MICRO DX|
288|013.44|TUBERCULOMA SP CORD CULT DX|
289|013.45|TUBERCULOMA SP CRD HISTO DX|
290|013.46|TUBERCULOMA SP CRD OT TEST|
291|013.5|TB ABSCESS SPINAL CORD|
292|013.50|TB SP CORD ABSCESS UNSPEC|
293|013.51|TB SP CORD ABSC NO EXAM|
294|013.52|TB SP CORD ABSC EXAM UNKN|
295|013.53|TB SP CORD ABSC MICRO DX|
296|013.54|TB SP CORD ABSC CULT DX|
297|013.55|TB SP CORD ABSC HISTO DX|
298|013.56|TB SP CORD ABSC OT TEST|
299|013.6|TB ENCEPHALITIS OR MYELITIS|
300|013.60|TB ENCEPHALITIS UNSPEC|
301|013.61|TB ENCEPHALITIS NO EXAM|
302|013.62|TB ENCEPHALIT EXAM UNKN|
303|013.63|TB ENCEPHALITIS MICRO DX|
304|013.64|TB ENCEPHALITIS CULT DX|
305|013.65|TB ENCEPHALITIS HISTO DX|
306|013.66|TB ENCEPHALITIS OT TEST|
307|013.8|OTHER CNS TUBERCULOSIS|
308|013.80|CNS TB OT UNSPEC|
309|013.81|CNS TB OT NO EXAM|
310|013.82|CNS TB OT EXAM UNKN|
311|013.83|CNS TB OT MICRO DX|
312|013.84|CNS TB OT CULT DX|
313|013.85|CNS TB OT HISTO DX|
314|013.86|OT CNS TB OT TEST|
315|013.9|UNSPECIFIED TB OF CNS|
316|013.90|UNSP CNS TB UNSPEC|
317|013.91|CNS TB UNSP NO EXAM|
318|013.92|CNS TB UNSP EXAM UNKN|
319|013.93|CNS TB UNSP MICRO DX|
320|013.94|CNS TB UNSP CULT DX|
321|013.95|CNS TB UNSP HISTO DX|
322|013.96|CNS TB UNSP OT TEST|
323|014|TB INTESTINE/PERITON/MESENT|
324|014.0|TUBERCULOUS PERITONITIS|
325|014.00|TB PERITONITIS UNSPEC|
326|014.01|TB PERITONITIS NO EXAM|
327|014.02|TB PERITONITIS EXAM UNKN|
328|014.03|TB PERITONITIS MICRO DX|
329|014.04|TB PERITONITIS CULT DX|
330|014.05|TB PERITONITIS HISTO DX|
331|014.06|TB PERITONITIS OT TEST|
332|014.8|OT TB INTEST/PERITON/MESENT|
333|014.80|INTESTINAL TB OT UNSPEC|
334|014.81|INTESTINAL TB OT NO EXAM|
335|014.82|INTESTINAL TB OT EXAM UNKN|
336|014.83|INTESTINAL TB OT MICRO DX|
337|014.84|INTESTINAL TB OT CULT DX|
338|014.85|INTESTINAL TB OT HISTO DX|
339|014.86|OT INTESTINAL TB OT TEST|
340|015|TB OF BONES AND JOINTS|
341|015.0|TB OF VERTEBRAL COLUMN|
342|015.00|TB OF VERTEBRA UNSPEC|
343|015.01|TB OF VERTEBRA NO EXAM|
344|015.02|TB OF VERTEBRA EXAM UNKN|
345|015.03|TB OF VERTEBRA MICRO DX|
346|015.04|TB OF VERTEBRA CULT DX|
347|015.05|TB OF VERTEBRA HISTO DX|
348|015.06|TB OF VERTEBRA OT TEST|
349|015.1|TUBERCULOSIS OF HIP|
350|015.10|TB OF HIP UNSPEC|
351|015.11|TB OF HIP NO EXAM|
352|015.12|TB OF HIP EXAM UNKN|
353|015.13|TB OF HIP MICRO DX|
354|015.14|TB OF HIP CULT DX|
355|015.15|TB OF HIP HISTO DX|
356|015.16|TB OF HIP OT TEST|
357|015.2|TUBERCULOSIS OF KNEE|
358|015.20|TB OF KNEE UNSPEC|
359|015.21|TB OF KNEE NO EXAM|
360|015.22|TB OF KNEE EXAM UNKN|
361|015.23|TB OF KNEE MICRO DX|
362|015.24|TB OF KNEE CULT DX|
363|015.25|TB OF KNEE HISTO DX|
364|015.26|TB OF KNEE OT TEST|
365|015.5|TUBERCULOSIS OF LIMB BONES|
366|015.50|TB OF LIMB BONES UNSPEC|
367|015.51|TB LIMB BONES NO EXAM|
368|015.52|TB LIMB BONES EXAM UNKN|
369|015.53|TB LIMB BONES MICRO DX|
370|015.54|TB LIMB BONES CULT DX|
371|015.55|TB LIMB BONES HISTO DX|
372|015.56|TB LIMB BONES OT TEST|
373|015.6|TUBERCULOSIS OF MASTOID|
374|015.60|TB OF MASTOID UNSPEC|
375|015.61|TB OF MASTOID NO EXAM|
376|015.62|TB OF MASTOID EXAM UNKN|
377|015.63|TB OF MASTOID MICRO DX|
378|015.64|TB OF MASTOID CULT DX|
379|015.65|TB OF MASTOID HISTO DX|
380|015.66|TB OF MASTOID OT TEST|
381|015.7|TUBERCULOSIS OF OTHER BONE|
382|015.70|TB OF BONE OT UNSPEC|
383|015.71|TB OF BONE OT NO EXAM|
384|015.72|TB OF BONE OT EXAM UNKN|
385|015.73|TB OF BONE OT MICRO DX|
386|015.74|TB OF BONE OT CULT DX|
387|015.75|TB OF BONE OT HISTO DX|
388|015.76|TB OF OT BONE OT TEST|
389|015.8|TUBERCULOSIS OF OTHER JOINT|
390|015.80|TB OF JOINT OT UNSPEC|
391|015.81|TB OF JOINT OT NO EXAM|
392|015.82|TB JOINT OT EXAM UNKN|
393|015.83|TB OF JOINT OT MICRO DX|
394|015.84|TB OF JOINT OT CULT DX|
395|015.85|TB OF JOINT OT HISTO DX|
396|015.86|TB OF OT JOINT OT TEST|
397|015.9|TB OF UNSPEC BONES/JOINTS|
398|015.90|TB UNSP BONE/JOINT UNSP|
399|015.91|TB BONE/JOINT UNSP NO EXAM|
400|015.92|TB BONE/JOINT UNSP EXAM UNKN|
401|015.93|TB BONE/JOINT UNSP MICRO DX|
402|015.94|TB BONE/JOINT UNSP CULT DX|
403|015.95|TB BONE/JOINT UNSP HISTO DX|
404|015.96|TB BONE/JOINT UNSP OT TEST|
405|016|TB OF GENITOURINARY SYSTEM|
406|016.0|TUBERCULOSIS OF KIDNEY|
407|016.00|TB OF KIDNEY UNSPEC|
408|016.01|TB OF KIDNEY NO EXAM|
409|016.02|TB OF KIDNEY EXAM UNKN|
410|016.03|TB OF KIDNEY MICRO DX|
411|016.04|TB OF KIDNEY CULT DX|
412|016.05|TB OF KIDNEY HISTO DX|
413|016.06|TB OF KIDNEY OT TEST|
414|016.1|TUBERCULOSIS OF BLADDER|
415|016.10|TB OF BLADDER UNSPEC|
416|016.11|TB OF BLADDER NO EXAM|
417|016.12|TB OF BLADDER EXAM UNKN|
418|016.13|TB OF BLADDER MICRO DX|
419|016.14|TB OF BLADDER CULT DX|
420|016.15|TB OF BLADDER HISTO DX|
421|016.16|TB OF BLADDER OT TEST|
422|016.2|TUBERCULOSIS OF URETER|
423|016.20|TB OF URETER UNSPEC|
424|016.21|TB OF URETER NO EXAM|
425|016.22|TB OF URETER EXAM UNKN|
426|016.23|TB OF URETER MICRO DX|
427|016.24|TB OF URETER CULT DX|
428|016.25|TB OF URETER HISTO DX|
429|016.26|TB OF URETER OT TEST|
430|016.3|TB OF OTHER URINARY ORGANS|
431|016.30|TB URINARY OT UNSPEC|
432|016.31|TB URINARY OT NO EXAM|
433|016.32|TB URINARY OT EXAM UNKN|
434|016.33|TB URINARY OT MICRO DX|
435|016.34|TB URINARY OT CULT DX|
436|016.35|TB URINARY OT HISTO DX|
437|016.36|TB OT URINARY OT TEST|
438|016.4|TUBERCULOSIS OF EPIDIDYMIS|
439|016.40|TB EPIDIDYMIS UNSPEC|
440|016.41|TB EPIDIDYMIS NO EXAM|
441|016.42|TB EPIDIDYMIS EXAM UNKN|
442|016.43|TB EPIDIDYMIS MICRO DX|
443|016.44|TB EPIDIDYMIS CULT DX|
444|016.45|TB EPIDIDYMIS HISTO DX|
445|016.46|TB EPIDIDYMIS OT TEST|
446|016.5|TB OTHER MALE GENITAL ORGANS|
447|016.50|TB MALE GENIT OT UNSPEC|
448|016.51|TB MALE GENITAL OT NO EXAM|
449|016.52|TB MALE GENITAL OT EX UNKN|
450|016.53|TB MALE GENITAL OT MICRO DX|
451|016.54|TB MALE GENITAL OT CULT DX|
452|016.55|TB MALE GENITAL OT HISTO DX|
453|016.56|TB OT MALE GENITAL OT TEST|
454|016.6|TB OOPHORITIS/SALPINGITIS|
455|016.60|TB OVARY/TUBE UNSPEC|
456|016.61|TB OVARY/TUBE NO EXAM|
457|016.62|TB OVARY/TUBE EXAM UNKN|
458|016.63|TB OVARY/TUBE MICRO DX|
459|016.64|TB OVARY/TUBE CULT DX|
460|016.65|TB OVARY/TUBE HISTO DX|
461|016.66|TB OVARY/TUBE OT TEST|
462|016.7|TB OTHER FEMALE GENITAL ORG|
463|016.70|TB FEMALE GENITAL OT UNSPEC|
464|016.71|TB FEM GENITAL OT NO EXAM|
465|016.72|TB FEM GENITAL OT EXAM UNKN|
466|016.73|TB FEM GENITAL OT MICRO DX|
467|016.74|TB FEM GENITAL OT CULT DX|
468|016.75|TB FEM GENITAL OT HISTO DX|
469|016.76|TB OT FEM GENITAL OT TEST|
470|016.9|GENITOURINARY TB UNSPECIFIED|
471|016.90|UNSP GU TB UNSPEC EXAM|
472|016.91|GU TB UNSP NO EXAM|
473|016.92|GU TB UNSP EXAM UNKN|
474|016.93|GU TB UNSP MICRO DX|
475|016.94|GU TB UNSP CULT DX|
476|016.95|GU TB UNSP HISTO DX|
477|016.96|GU TB UNSP OT TEST|
478|017|TUBERCULOSIS OF OTHER ORGANS|
479|017.0|TB SKIN/SUBCUTANEOUS TISSUE|
480|017.00|TB SKIN/SUBCUTAN UNSPEC|
481|017.01|TB SKIN/SUBCUT NO EXAM|
482|017.02|TB SKIN/SUBCUT EXAM UNKN|
483|017.03|TB SKIN/SUBCUT MICRO DX|
484|017.04|TB SKIN/SUBCUT CULT DX|
485|017.05|TB SKIN/SUBCUT HISTO DX|
486|017.06|TB SKIN/SUBCUT OT TEST|
487|017.1|ERYTHEMA NODOSUM W REACTION|
488|017.10|ERYTHEMA NODOSUM TB UNSPEC|
489|017.11|ERYTHEM NODOSUM TB NO EXAM|
490|017.12|ERYTHEM NODOSUM TB EXAM UNKN|
491|017.13|ERYTHEM NODOSUM TB MICRO DX|
492|017.14|ERYTHEM NODOSUM TB CULT DX|
493|017.15|ERYTHEM NODOSUM TB HISTO DX|
494|017.16|ERYTHEM NODOSUM TB OT TEST|
495|017.2|TB OF PERIPHERAL LYMPH NODES|
496|017.20|TB PERIPH LYMPH ND UNSPEC|
497|017.21|TB PERIPH LYMPH ND NO EXAM|
498|017.22|TB PERIPH LYMPH ND EXAM UNK|
499|017.23|TB PERIPH LYMPH ND MICRO DX|
500|017.24|TB PERIPH LYMPH ND CULT DX|
501|017.25|TB PERIPH LYMPH ND HISTO DX|
502|017.26|TB PERIPH LYMPH ND OT TEST|
503|017.3|TUBERCULOSIS OF EYE|
504|017.30|TB EYE UNSPEC|
505|017.31|TB EYE NO EXAM|
506|017.32|TB EYE EXAM UNKN|
507|017.33|TB EYE MICRO DX|
508|017.34|TB EYE CULT DX|
509|017.35|TB EYE HISTO DX|
510|017.36|TB EYE OT TEST|
511|017.4|TUBERCULOSIS OF EAR|
512|017.40|TB EAR UNSPEC|
513|017.41|TB EAR NO EXAM|
514|017.42|TB EAR EXAM UNKN|
515|017.43|TB EAR MICRO DX|
516|017.44|TB EAR CULT DX|
517|017.45|TB EAR HISTO DX|
518|017.46|TB EAR OT TEST|
519|017.5|TB OF THYROID GLAND|
520|017.50|TB THYROID UNSPEC|
521|017.51|TB THYROID NO EXAM|
522|017.52|TB THYROID EXAM UNKN|
523|017.53|TB THYROID MICRO DX|
524|017.54|TB THYROID CULT DX|
525|017.55|TB THYROID HISTO DX|
526|017.56|TB THYROID OT TEST|
527|017.6|TB OF ADRENAL GLANDS|
528|017.60|TB ADRENAL UNSPEC|
529|017.61|TB ADRENAL NO EXAM|
530|017.62|TB ADRENAL EXAM UNKN|
531|017.63|TB ADRENAL MICRO DX|
532|017.64|TB ADRENAL CULT DX|
533|017.65|TB ADRENAL HISTO DX|
534|017.66|TB ADRENAL OT TEST|
535|017.7|TUBERCULOSIS OF SPLEEN|
536|017.70|TB SPLEEN UNSPEC|
537|017.71|TB SPLEEN NO EXAM|
538|017.72|TB SPLEEN EXAM UNKN|
539|017.73|TB SPLEEN MICRO DX|
540|017.74|TB SPLEEN CULT DX|
541|017.75|TB SPLEEN HISTO DX|
542|017.76|TB SPLEEN OT TEST|
543|017.8|TUBERCULOSIS OF ESOPHAGUS|
544|017.80|TB ESOPHAGUS UNSPEC|
545|017.81|TB ESOPHAGUS NO EXAM|
546|017.82|TB ESOPHAGUS EXAM UNKN|
547|017.83|TB ESOPHAGUS MICRO DX|
548|017.84|TB ESOPHAGUS CULT DX|
549|017.85|TB ESOPHAGUS HISTO DX|
550|017.86|TB ESOPHAGUS OT TEST|
551|017.9|TB OF OTHER SPECIFIED ORGANS|
552|017.90|TB OF ORGAN OT UNSPEC|
553|017.91|TB OF ORGAN OT NO EXAM|
554|017.92|TB ORGAN OT EXAM UNKN|
555|017.93|TB OF ORGAN OT MICRO DX|
556|017.94|TB OF ORGAN OT CULT DX|
557|017.95|TB OF ORGAN OT HISTO DX|
558|017.96|TB OF OT ORGAN OT TEST|
559|018|MILIARY TUBERCULOSIS|
560|018.0|ACUTE MILIARY TUBERCULOSIS|
561|018.00|ACUTE MILIARY TB UNSPEC|
562|018.01|ACUTE MILIARY TB NO EXAM|
563|018.02|ACUTE MILIARY TB EXAM UNKN|
564|018.03|ACUTE MILIARY TB MICRO DX|
565|018.04|ACUTE MILIARY TB CULT DX|
566|018.05|ACUTE MILIARY TB HISTO DX|
567|018.06|ACUTE MILIARY TB OT TEST|
568|018.8|OTHER MILIARY TUBERCULOSIS|
569|018.80|MILIARY TB OT UNSPEC|
570|018.81|MILIARY TB OT NO EXAM|
