68|00500|ANESTH, ESOPHAGEAL SURGERY||
69|0050T|REMOVAL CIRCULATION ASSIST||
70|0051T|IMPLANT TOTAL HEART SYSTEM||
71|00520|ANESTH, CHEST PROCEDURE||
72|00522|ANESTH, CHEST LINING BIOPSY||
73|00524|ANESTH, CHEST DRAINAGE||
74|00528|ANESTH, CHEST PARTITION VIEW||
75|00529|ANESTH, CHEST PARTITION VIEW||
76|0052T|REPLACE COMPONENT HEART SYST||
77|00530|ANESTH, PACEMAKER INSERTION||
78|00532|ANESTH, VASCULAR ACCESS||
79|00534|ANESTH, CARDIOVERTER/DEFIB||
80|00537|ANESTH, CARDIAC ELECTROPHYS||
81|00539|ANESTH, TRACH-BRONCH RECONST||
82|0053T|REPLACE COMPONENT HEART SYST||
83|00540|ANESTH, CHEST SURGERY||
84|00541|ANESTH, ONE LUNG VENTILATION||
85|00542|ANESTH, RELEASE OF LUNG||
86|00546|ANESTH, LUNG,CHEST WALL SURG||
87|00548|ANESTH, TRACHEA,BRONCHI SURG||
88|00550|ANESTH, STERNAL DEBRIDEMENT||
89|00560|ANESTH, HEART SURG W/O PUMP||
90|00561|ANESTH, HEART SURG < AGE 1||
91|00562|ANESTH, HEART SURG W/PUMP||
92|00563|ANESTH, HEART SURG W/ARREST||
93|00566|ANESTH, CABG W/O PUMP||
94|00580|ANESTH, HEART/LUNG TRANSPLNT||
95|0058T|CRYOPRESERVATION, OVARY TISS||
96|0059T|CRYOPRESERVATION, OOCYTE||
97|00600|ANESTH, SPINE, CORD SURGERY||
98|00604|ANESTH, SITTING PROCEDURE||
99|0060T|ELECTRICAL IMPEDANCE SCAN||
100|0061T|DESTRUCTION OF TUMOR, BREAST||
101|00620|ANESTH, SPINE, CORD SURGERY||
102|00622|ANESTH, REMOVAL OF NERVES||
103|00625|ANES SPINE TRANTHOR W/O VENT||
104|00626|ANES, SPINE TRANSTHOR W/VENT||
105|0062T|REP INTRADISC ANNULUS;1 LEV||
106|00630|ANESTH, SPINE, CORD SURGERY||
107|00632|ANESTH, REMOVAL OF NERVES||
108|00634|ANESTH FOR CHEMONUCLEOLYSIS||
109|00635|ANESTH, LUMBAR PUNCTURE||
110|0063T|REP INTRADISC ANNULUS;>1LEV||
111|00640|ANESTH, SPINE MANIPULATION||
112|0064T|SPECTROSCOP EVAL EXPIRED GAS||
113|0066T|CT COLONOGRAPHY;SCREEN||
114|00670|ANESTH, SPINE, CORD SURGERY||
115|0067T|CT COLONOGRAPHY;DX||
116|0068T|INTERP/REPT HEART SOUND||
117|0069T|ANALYSIS ONLY HEART SOUND||
118|00700|ANESTH, ABDOMINAL WALL SURG||
119|00702|ANESTH, FOR LIVER BIOPSY||
120|0070T|INTERP ONLY HEART SOUND||
121|0071T|U/S LEIOMYOMATA ABLATE <200||
122|0072T|U/S LEIOMYOMATA ABLATE >200||
123|00730|ANESTH, ABDOMINAL WALL SURG||
124|0073T|DELIVERY, COMP IMRT||
125|00740|ANESTH, UPPER GI VISUALIZE||
126|00750|ANESTH, REPAIR OF HERNIA||
127|00752|ANESTH, REPAIR OF HERNIA||
128|00754|ANESTH, REPAIR OF HERNIA||
129|00756|ANESTH, REPAIR OF HERNIA||
130|0075T|PERQ STENT/CHEST VERT ART||
131|0076T|S&I STENT/CHEST VERT ART||
132|00770|ANESTH, BLOOD VESSEL REPAIR||
133|0077T|CEREB THERM PERFUSION PROBE||
134|0078T|ENDOVASC AORT REPR W/DEVICE||
135|00790|ANESTH, SURG UPPER ABDOMEN||
136|00792|ANESTH, HEMORR/EXCISE LIVER||
137|00794|ANESTH, PANCREAS REMOVAL||
138|00796|ANESTH, FOR LIVER TRANSPLANT||
139|00797|ANESTH, SURGERY FOR OBESITY||
140|0079T|ENDOVASC VISC EXTNSN REPR||
141|00800|ANESTH, ABDOMINAL WALL SURG||
142|00802|ANESTH, FAT LAYER REMOVAL||
143|0080T|ENDOVASC AORT REPR RAD S&I||
144|00810|ANESTH, LOW INTESTINE SCOPE||
145|0081T|ENDOVASC VISC EXTNSN S&I||
146|00820|ANESTH, ABDOMINAL WALL SURG||
147|00830|ANESTH, REPAIR OF HERNIA||
148|00832|ANESTH, REPAIR OF HERNIA||
149|00834|ANESTH, HERNIA REPAIR< 1 YR||
150|00836|ANESTH HERNIA REPAIR PREEMIE||
151|00840|ANESTH, SURG LOWER ABDOMEN||
152|00842|ANESTH, AMNIOCENTESIS||
153|00844|ANESTH, PELVIS SURGERY||
154|00846|ANESTH, HYSTERECTOMY||
155|00848|ANESTH, PELVIC ORGAN SURG||
156|0084T|TEMP PROSTATE URETHRAL STENT||
157|00851|ANESTH, TUBAL LIGATION||
158|0085T|BREATH TEST HEART REJECT||
159|00860|ANESTH, SURGERY OF ABDOMEN||
160|00862|ANESTH, KIDNEY/URETER SURG||
161|00864|ANESTH, REMOVAL OF BLADDER||
162|00865|ANESTH, REMOVAL OF PROSTATE||
163|00866|ANESTH, REMOVAL OF ADRENAL||
164|00868|ANESTH, KIDNEY TRANSPLANT||
165|0086T|L VENTRICLE FILL PRESSURE||
166|00870|ANESTH, BLADDER STONE SURG||
167|00872|ANESTH KIDNEY STONE DESTRUCT||
168|00873|ANESTH KIDNEY STONE DESTRUCT||
169|0087T|SPERM EVAL HYALURONAN||
170|00880|ANESTH, ABDOMEN VESSEL SURG||
171|00882|ANESTH, MAJOR VEIN LIGATION||
172|0088T|RF TONGUE BASE VOL REDUXN||
173|0089T|ACTIGRAPHY TESTING, 3-DAY||
174|00902|ANESTH, ANORECTAL SURGERY||
175|00904|ANESTH, PERINEAL SURGERY||
176|00906|ANESTH, REMOVAL OF VULVA||
177|00908|ANESTH, REMOVAL OF PROSTATE||
178|0090T|CERVICAL ARTIFIC DISC||
179|00910|ANESTH, BLADDER SURGERY||
180|00912|ANESTH, BLADDER TUMOR SURG||
181|00914|ANESTH, REMOVAL OF PROSTATE||
182|00916|ANESTH, BLEEDING CONTROL||
183|00918|ANESTH, STONE REMOVAL||
184|00920|ANESTH, GENITALIA SURGERY||
185|00921|ANESTH, VASECTOMY||
186|00922|ANESTH, SPERM DUCT SURGERY||
187|00924|ANESTH, TESTIS EXPLORATION||
188|00926|ANESTH, REMOVAL OF TESTIS||
189|00928|ANESTH, REMOVAL OF TESTIS||
190|0092T|ARTIFIC DISC ADDL||
191|00930|ANESTH, TESTIS SUSPENSION||
192|00932|ANESTH, AMPUTATION OF PENIS||
193|00934|ANESTH, PENIS, NODES REMOVAL||
194|00936|ANESTH, PENIS, NODES REMOVAL||
195|00938|ANESTH, INSERT PENIS DEVICE||
196|0093T|CERVICAL ARTIFIC DISKECTOMY||
197|00940|ANESTH, VAGINAL PROCEDURES||
198|00942|ANESTH, SURG ON VAG/URETHRAL||
199|00944|ANESTH, VAGINAL HYSTERECTOMY||
200|00948|ANESTH, REPAIR OF CERVIX||
201|00950|ANESTH, VAGINAL ENDOSCOPY||
202|00952|ANESTH, HYSTEROSCOPE/GRAPH||
203|0095T|ARTIFIC DISKECTOMY ADDL||
204|0096T|REV CERVICAL ARTIFIC DISC||
205|0098T|REV ARTIFIC DISC ADDL||
206|0099T|IMPLANT CORNEAL RING||
207|0100T|PROSTH RETINA RECEIVE&GEN||
208|0101T|EXTRACORP SHOCKWV TX,HI ENRG||
209|0102T|EXTRACORP SHOCKWV TX,ANESTH||
210|0103T|HOLOTRANSCOBALAMIN||
211|0104T|AT REST CARDIO GAS REBREATHE||
212|0105T|EXERC CARDIO GAS REBREATHE||
213|0106T|TOUCH QUANT SENSORY TEST||
214|0107T|VIBRATE QUANT SENSORY TEST||
215|0108T|COOL QUANT SENSORY TEST||
216|0109T|HEAT QUANT SENSORY TEST||
217|0110T|NOS QUANT SENSORY TEST||
218|01112|ANESTH, BONE ASPIRATE/BX||
219|0111T|RBC MEMBRANES FATTY ACIDS||
220|01120|ANESTH, PELVIS SURGERY||
221|01130|ANESTH, BODY CAST PROCEDURE||
222|01140|ANESTH, AMPUTATION AT PELVIS||
223|01150|ANESTH, PELVIC TUMOR SURGERY||
224|01160|ANESTH, PELVIS PROCEDURE||
225|01170|ANESTH, PELVIS SURGERY||
226|01173|ANESTH, FX REPAIR, PELVIS||
227|01180|ANESTH, PELVIS NERVE REMOVAL||
228|01190|ANESTH, PELVIS NERVE REMOVAL||
229|01200|ANESTH, HIP JOINT PROCEDURE||
230|01202|ANESTH, ARTHROSCOPY OF HIP||
231|01210|ANESTH, HIP JOINT SURGERY||
232|01212|ANESTH, HIP DISARTICULATION||
233|01214|ANESTH, HIP ARTHROPLASTY||
234|01215|ANESTH, REVISE HIP REPAIR||
235|01220|ANESTH, PROCEDURE ON FEMUR||
236|01230|ANESTH, SURGERY OF FEMUR||
237|01232|ANESTH, AMPUTATION OF FEMUR||
238|01234|ANESTH, RADICAL FEMUR SURG||
239|0123T|SCLERAL FISTULIZATION||
240|0124T|CONJUNCTIVAL DRUG PLACEMENT||
241|01250|ANESTH, UPPER LEG SURGERY||
242|01260|ANESTH, UPPER LEG VEINS SURG||
243|0126T|CHD RISK IMT STUDY||
244|01270|ANESTH, THIGH ARTERIES SURG||
245|01272|ANESTH, FEMORAL ARTERY SURG||
246|01274|ANESTH, FEMORAL EMBOLECTOMY||
247|0130T|CHRON CARE DRUG INVESTIGATN||
248|01320|ANESTH, KNEE AREA SURGERY||
249|01340|ANESTH, KNEE AREA PROCEDURE||
250|01360|ANESTH, KNEE AREA SURGERY||
251|0137T|PROSTATE SATURATION SAMPLING||
252|01380|ANESTH, KNEE JOINT PROCEDURE||
253|01382|ANESTH, DX KNEE ARTHROSCOPY||
254|01390|ANESTH, KNEE AREA PROCEDURE||
255|01392|ANESTH, KNEE AREA SURGERY||
256|01400|ANESTH, KNEE JOINT SURGERY||
257|01402|ANESTH, KNEE ARTHROPLASTY||
258|01404|ANESTH, AMPUTATION AT KNEE||
259|0140T|EXHALED BREATH CONDENSATE PH||
260|0141T|PERQ ISLET TRANSPLANT||
261|01420|ANESTH, KNEE JOINT CASTING||
262|0142T|OPEN ISLET TRANSPLANT||
263|01430|ANESTH, KNEE VEINS SURGERY||
264|01432|ANESTH, KNEE VESSEL SURG||
265|0143T|LAPAROSCOPIC ISLET TRANSPLNT||
266|01440|ANESTH, KNEE ARTERIES SURG||
267|01442|ANESTH, KNEE ARTERY SURG||
268|01444|ANESTH, KNEE ARTERY REPAIR||
269|0144T|CT HEART WO DYE;QUAL CALC||
270|0145T|CT HEART W/WO DYE FUNCT||
271|01462|ANESTH, LOWER LEG PROCEDURE||
272|01464|ANESTH, ANKLE/FT ARTHROSCOPY||
273|0146T|CCTA W/WO DYE||
274|01470|ANESTH, LOWER LEG SURGERY||
275|01472|ANESTH, ACHILLES TENDON SURG||
276|01474|ANESTH, LOWER LEG SURGERY||
277|0147T|CCTA W/WO, QUAN CALCIUM||
278|01480|ANESTH, LOWER LEG BONE SURG||
279|01482|ANESTH, RADICAL LEG SURGERY||
280|01484|ANESTH, LOWER LEG REVISION||
281|01486|ANESTH, ANKLE REPLACEMENT||
282|0148T|CCTA W/WO, STRXR||
283|01490|ANESTH, LOWER LEG CASTING||
284|0149T|CCTA W/WO, STRXR QUAN CALC||
285|01500|ANESTH, LEG ARTERIES SURG||
286|01502|ANESTH, LWR LEG EMBOLECTOMY||
287|0150T|CCTA W/WO, DISEASE STRXR||
288|0151T|CT HEART FUNCT ADD-ON||
289|01520|ANESTH, LOWER LEG VEIN SURG||
290|01522|ANESTH, LOWER LEG VEIN SURG||
291|0155T|LAP IMPL GAST CURVE ELECTRD||
292|0156T|LAP REMV GAST CURVE ELECTRD||
293|0157T|OPEN IMPL GAST CURVE ELECTRD||
294|0158T|OPEN REMV GAST CURVE ELECTRD||
295|0159T|CAD BREAST MRI||
296|0160T|TCRANIAL MAGN STIM TX PLAN||
297|01610|ANESTH, SURGERY OF SHOULDER||
298|0161T|TCRANIAL MAGN STIM TX DELIV||
299|01620|ANESTH, SHOULDER PROCEDURE||
300|01622|ANES DX SHOULDER ARTHROSCOPY||
301|0162T|ANAL PROGRAM GAST NEUROSTIM||
302|01630|ANESTH, SURGERY OF SHOULDER||
303|01632|ANESTH, SURGERY OF SHOULDER||
304|01634|ANESTH, SHOULDER JOINT AMPUT||
305|01636|ANESTH, FOREQUARTER AMPUT||
306|01638|ANESTH, SHOULDER REPLACEMENT||
307|0163T|LUMB ARTIF DISKECTOMY ADDL||
308|0164T|REMOVE LUMB ARTIF DISC ADDL||
309|01650|ANESTH, SHOULDER ARTERY SURG||
310|01652|ANESTH, SHOULDER VESSEL SURG||
311|01654|ANESTH, SHOULDER VESSEL SURG||
312|01656|ANESTH, ARM-LEG VESSEL SURG||
313|0165T|REVISE LUMB ARTIF DISC ADDL||
314|0166T|TCATH VSD CLOSE W/O BYPASS||
315|01670|ANESTH, SHOULDER VEIN SURG||
316|0167T|TCATH VSD CLOSE W BYPASS||
317|01680|ANESTH, SHOULDER CASTING||
318|01682|ANESTH, AIRPLANE CAST||
319|0168T|RHINOPHOTOTX LIGHT APP BILAT||
320|0169T|PLACE STEREO CATH BRAIN||
321|0170T|ANORECTAL FISTULA PLUG RPR||
322|01710|ANESTH, ELBOW AREA SURGERY||
323|01712|ANESTH, UPPR ARM TENDON SURG||
324|01714|ANESTH, UPPR ARM TENDON SURG||
325|01716|ANESTH, BICEPS TENDON REPAIR||
326|0171T|LUMBAR SPINE PROCES DISTRACT||
327|0172T|LUMBAR SPINE PROCESS ADDL||
328|01730|ANESTH, UPPR ARM PROCEDURE||
329|01732|ANESTH, DX ELBOW ARTHROSCOPY||
330|0173T|IOP MONIT IO PRESSURE||
331|01740|ANESTH, UPPER ARM SURGERY||
332|01742|ANESTH, HUMERUS SURGERY||
333|01744|ANESTH, HUMERUS REPAIR||
334|0174T|CAD CXR WITH INTERP||
335|01756|ANESTH, RADICAL HUMERUS SURG||
336|01758|ANESTH, HUMERAL LESION SURG||
337|0175T|CAD CXR REMOTE||
338|01760|ANESTH, ELBOW REPLACEMENT||
339|0176T|AQU CANAL DILAT W/O RETENT||
340|01770|ANESTH, UPPR ARM ARTERY SURG||
341|01772|ANESTH, UPPR ARM EMBOLECTOMY||
342|0177T|AQU CANAL DILAT W RETENT||
343|01780|ANESTH, UPPER ARM VEIN SURG||
344|01782|ANESTH, UPPR ARM VEIN REPAIR||
345|0178T|64 LEAD ECG W I&R||
346|0179T|64 LEAD ECG W TRACING||
347|0180T|64 LEAD ECG W I&R ONLY||
348|01810|ANESTH, LOWER ARM SURGERY||
349|0181T|CORNEAL HYSTERESIS||
350|01820|ANESTH, LOWER ARM PROCEDURE||
351|01829|ANESTH, DX WRIST ARTHROSCOPY||
352|0182T|HDR ELECT BRACHYTHERAPY||
353|01830|ANESTH, LOWER ARM SURGERY||
354|01832|ANESTH, WRIST REPLACEMENT||
355|0183T|WOUND ULTRASOUND||
356|01840|ANESTH, LWR ARM ARTERY SURG||
357|01842|ANESTH, LWR ARM EMBOLECTOMY||
358|01844|ANESTH, VASCULAR SHUNT SURG||
359|01850|ANESTH, LOWER ARM VEIN SURG||
360|01852|ANESTH, LWR ARM VEIN REPAIR||
361|01860|ANESTH, LOWER ARM CASTING||
362|01916|ANESTH, DX ARTERIOGRAPHY||
363|01920|ANESTH, CATHETERIZE HEART||
364|01922|ANESTH, CAT OR MRI SCAN||
365|01924|ANES, THER INTERVEN RAD, ART||
366|01925|ANES, THER INTERVEN RAD, CAR||
367|01926|ANES, TX INTERV RAD HRT/CRAN||
368|01930|ANES, THER INTERVEN RAD, VEI||
369|01931|ANES, THER INTERVEN RAD, TIP||
370|01932|ANES, TX INTERV RAD, TH VEIN||
371|01933|ANES, TX INTERV RAD, CRAN V||
372|01935|ANESTH, PERC IMG DX SP PROC||
373|01936|ANESTH, PERC IMG TX SP PROC||
374|01951|ANESTH, BURN, LESS 4 PERCENT||
375|01952|ANESTH, BURN, 4-9 PERCENT||
376|01953|ANESTH, BURN, EACH 9 PERCENT||
377|01958|ANESTH, ANTEPARTUM MANIPUL||
378|01960|ANESTH, VAGINAL DELIVERY||
379|01961|ANESTH, CS DELIVERY||
380|01962|ANESTH, EMER HYSTERECTOMY||
381|01963|ANESTH, CS HYSTERECTOMY||
382|01965|ANESTH, INC/MISSED AB PROC||
383|01966|ANESTH, INDUCED AB PROCEDURE||
384|01967|ANESTH/ANALG, VAG DELIVERY||
385|01968|ANES/ANALG CS DELIVER ADD-ON||
386|01969|ANESTH/ANALG CS HYST ADD-ON||
387|01990|SUPPORT FOR ORGAN DONOR||
388|01991|ANESTH, NERVE BLOCK/INJ||
389|01992|ANESTH, N BLOCK/INJ, PRONE||
390|01996|HOSP MANAGE CONT DRUG ADMIN||
391|01999|UNLISTED ANESTH PROCEDURE||
392|0500F|INITIAL PRENATAL CARE VISIT||
393|0501F|PRENATAL FLOW SHEET||
394|0502F|SUBSEQUENT PRENATAL CARE||
395|0503F|POSTPARTUM CARE VISIT||
396|0505F|HEMODIALYSIS PLAN DOCD||
397|0507F|PERITON DIALYSIS PLAN DOCD||
398|0509F|URINE INCON PLAN DOCD||
399|1000F|TOBACCO USE ASSESSED||
400|10021|FNA W/O IMAGE||
401|10022|FNA W/IMAGE||
402|1002F|ASSESS ANGINAL SYMPTOM/LEVEL||
403|1003F|LEVEL OF ACTIVITY ASSESS||
404|10040|ACNE SURGERY||
405|1004F|CLIN SYMP VOL OVRLD ASSESS||
406|1005F|ASTHMA SYMPTOMS EVALUATE||
407|10060|DRAINAGE OF SKIN ABSCESS||
408|10061|DRAINAGE OF SKIN ABSCESS||
409|1006F|OSTEOARTHRITIS ASSESS||
410|1007F|ANTI-INFLM/ANLGSC OTC ASSESS||
411|10080|DRAINAGE OF PILONIDAL CYST||
412|10081|DRAINAGE OF PILONIDAL CYST||
413|1008F|GI/RENAL RISK ASSESS||
414|10120|REMOVE FOREIGN BODY||
415|10121|REMOVE FOREIGN BODY||
416|10140|DRAINAGE OF HEMATOMA/FLUID||
417|1015F|COPD SYMPTOMS ASSESS||
418|10160|PUNCTURE DRAINAGE OF LESION||
419|10180|COMPLEX DRAINAGE, WOUND||
420|1018F|ASSESS DYSPNEA NOT PRESENT||
421|1019F|ASSESS DYSPNEA PRESENT||
422|1022F|PNEUMO IMM STATUS ASSESS||
423|1026F|CO-MORBID CONDITION ASSESS||
424|1030F|INFLUENZA IMM STATUS ASSESS||
425|1034F|CURRENT TOBACCO SMOKER||
426|1035F|SMOKELESS TOBACCO USER||
427|1036F|TOBACCO NON-USER||
428|1038F|PERSISTENT ASTHMA||
429|1039F|INTERMITTENT ASTHMA||
430|1040F|DSM-IV INFO MDD DOCD||
431|1050F|HISTORY OF MOLE CHANGES||
432|1055F|VISUAL FUNCT STATUS ASSESS||
433|1060F|DOC PERM/CONT/PAROX ATR FIB||
434|1061F|DOC LACK PERM+CONT+PAROX FIB||
435|1065F|ISCHM STROKE SYMP LT3 HRSB/4||
436|1066F|ISCHM STROKE SYMP GE3 HRSB/4||
437|1070F|ALARM SYMP ASSESSED-ABSENT||
438|1071F|ALARM SYMP ASSESSED-1+ PRSNT||
439|1080F|DECIS MKR/ADVNCD PLAN DOCD||
440|1090F|PRES/ABSN URINE INCON ASSESS||
441|1091F|URINE INCON CHARACTERIZED||
442|11000|DEBRIDE INFECTED SKIN||
443|11001|DEBRIDE INFECTED SKIN ADD-ON||
444|11004|DEBRIDE GENITALIA & PERINEUM||
445|11005|DEBRIDE ABDOM WALL||
446|11006|DEBRIDE GENIT/PER/ABDOM WALL||
447|11008|REMOVE MESH FROM ABD WALL||
448|1100F|PTFALLS ASSESS-DOCD GE2+/YR||
449|11010|DEBRIDE SKIN, FX||
450|11011|DEBRIDE SKIN/MUSCLE, FX||
451|11012|DEBRIDE SKIN/MUSCLE/BONE, FX||
452|1101F|PT FALLS ASSESS-DOCD LE1/YR||
453|11040|DEBRIDE SKIN, PARTIAL||
454|11041|DEBRIDE SKIN, FULL||
455|11042|DEBRIDE SKIN/TISSUE||
456|11043|DEBRIDE TISSUE/MUSCLE||
457|11044|DEBRIDE TISSUE/MUSCLE/BONE||
458|11055|TRIM SKIN LESION||
459|11056|TRIM SKIN LESIONS, 2 TO 4||
460|11057|TRIM SKIN LESIONS, OVER 4||
461|11100|BIOPSY, SKIN LESION||
462|11101|BIOPSY, SKIN ADD-ON||
463|1110F|PT LFT INPT FAC W/IN 60 DAYS||
464|1111F|DSCHRG MED/CURRENT MED MERGE||
465|11200|REMOVAL OF SKIN TAGS||
466|11201|REMOVE SKIN TAGS ADD-ON||
467|11300|SHAVE SKIN LESION||
468|11301|SHAVE SKIN LESION||
469|11302|SHAVE SKIN LESION||
470|11303|SHAVE SKIN LESION||
471|11305|SHAVE SKIN LESION||
472|11306|SHAVE SKIN LESION||
473|11307|SHAVE SKIN LESION||
474|11308|SHAVE SKIN LESION||
475|11310|SHAVE SKIN LESION||
476|11311|SHAVE SKIN LESION||
477|11312|SHAVE SKIN LESION||
478|11313|SHAVE SKIN LESION||
479|11400|EXC TR-EXT B9+MARG 0.5 < CM||
480|11401|EXC TR-EXT B9+MARG 0.6-1 CM||
481|11402|EXC TR-EXT B9+MARG 1.1-2 CM||
482|11403|EXC TR-EXT B9+MARG 2.1-3 CM||
483|11404|EXC TR-EXT B9+MARG 3.1-4 CM||
484|11406|EXC TR-EXT B9+MARG > 4.0 CM||
485|11420|EXC H-F-NK-SP B9+MARG 0.5 <||
486|11421|EXC H-F-NK-SP B9+MARG 0.6-1||
487|11422|EXC H-F-NK-SP B9+MARG 1.1-2||
488|11423|EXC H-F-NK-SP B9+MARG 2.1-3||
489|11424|EXC H-F-NK-SP B9+MARG 3.1-4||
490|11426|EXC H-F-NK-SP B9+MARG > 4 CM||
491|11440|EXC FACE-MM B9+MARG 0.5 < CM||
492|11441|EXC FACE-MM B9+MARG 0.6-1 CM||
493|11442|EXC FACE-MM B9+MARG 1.1-2 CM||
494|11443|EXC FACE-MM B9+MARG 2.1-3 CM||
495|11444|EXC FACE-MM B9+MARG 3.1-4 CM||
496|11446|EXC FACE-MM B9+MARG > 4 CM||
497|11450|REMOVAL, SWEAT GLAND LESION||
498|11451|REMOVAL, SWEAT GLAND LESION||
499|11462|REMOVAL, SWEAT GLAND LESION||
500|11463|REMOVAL, SWEAT GLAND LESION||
501|11470|REMOVAL, SWEAT GLAND LESION||
502|11471|REMOVAL, SWEAT GLAND LESION||
503|11600|EXC TR-EXT MLG+MARG 0.5 < CM||
504|11601|EXC TR-EXT MLG+MARG 0.6-1 CM||
505|11602|EXC TR-EXT MLG+MARG 1.1-2 CM||
506|11603|EXC TR-EXT MLG+MARG 2.1-3 CM||
507|11604|EXC TR-EXT MLG+MARG 3.1-4 CM||
508|11606|EXC TR-EXT MLG+MARG > 4 CM||
509|11620|EXC H-F-NK-SP MLG+MARG 0.5 <||
510|11621|EXC H-F-NK-SP MLG+MARG 0.6-1||
511|11622|EXC H-F-NK-SP MLG+MARG 1.1-2||
512|11623|EXC H-F-NK-SP MLG+MARG 2.1-3||
513|11624|EXC H-F-NK-SP MLG+MARG 3.1-4||
514|11626|EXC H-F-NK-SP MLG+MAR > 4 CM||
515|11640|EXC FACE-MM MALIG+MARG 0.5 <||
516|11641|EXC FACE-MM MALIG+MARG 0.6-1||
517|11642|EXC FACE-MM MALIG+MARG 1.1-2||
518|11643|EXC FACE-MM MALIG+MARG 2.1-3||
519|11644|EXC FACE-MM MALIG+MARG 3.1-4||
520|11646|EXC FACE-MM MLG+MARG > 4 CM||
521|11719|TRIM NAIL(S)||
522|11720|DEBRIDE NAIL, 1-5||
523|11721|DEBRIDE NAIL, 6 OR MORE||
524|11730|REMOVAL OF NAIL PLATE||
525|11732|REMOVE NAIL PLATE, ADD-ON||
526|11740|DRAIN BLOOD FROM UNDER NAIL||
527|11750|REMOVAL OF NAIL BED||
528|11752|REMOVE NAIL BED/FINGER TIP||
529|11755|BIOPSY, NAIL UNIT||
530|11760|REPAIR OF NAIL BED||
531|11762|RECONSTRUCTION OF NAIL BED||
532|11765|EXCISION OF NAIL FOLD, TOE||
533|11770|REMOVAL OF PILONIDAL LESION||
534|11771|REMOVAL OF PILONIDAL LESION||
535|11772|REMOVAL OF PILONIDAL LESION||
536|11900|INJECTION INTO SKIN LESIONS||
537|11901|ADDED SKIN LESIONS INJECTION||
